"secuencial","nombreGenetica","codigoProcesoAgrosuper","edad","idSexo","sexo","codigoConstruccion","tipoClima","codigoZonaGeografica","zonaGeografica","consumoDiario","consumoAcumulado","consumoDiarioAgua","consumoAcumuladoAgua","ganancia","gananciaMedia","crecimiento","peso","conversion","conversionAcumulada","raza","anio","temperaturaDeseada","stock","kilogramosCarne","ventilacionMinima","ventiladoresFuncionando","porcentajeOperacionRequerida","porcentajeOperacionRequeridaTotal","tiempoEncendido","tiempoApagado","cicloVentilacion","active","created_at","updated_at"
775,ROSS - 2017,1,35,3,Mixto,1,,-1,Sin Información,0.189,3.325,0.378,6.672,0.099,0.064,,2.225,1.495,1.495,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:08:59"
776,ROSS - 2017,1,36,3,Mixto,1,,-1,Sin Información,0.193,3.519,0.386,7.058,0.099,0.065,,2.324,1.514,1.514,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:08:56"
777,ROSS - 2017,1,37,3,Mixto,1,,-1,Sin Información,0.197,3.716,0.394,7.452,0.099,0.066,,2.424,1.533,1.533,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:07:47"
778,ROSS - 2017,1,38,3,Mixto,1,,-1,Sin Información,0.202,3.917,0.404,7.856,0.1,0.066,,2.523,1.553,1.553,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:07:41"
779,ROSS - 2017,1,39,3,Mixto,1,,-1,Sin Información,0.206,4.123,0.412,8.268,0.1,0.067,,2.623,1.572,1.572,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:10:27"
780,ROSS - 2017,1,40,3,Mixto,1,,-1,Sin Información,0.209,4.332,0.418,8.686,0.099,0.068,,2.722,1.591,1.591,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:08:26"
781,ROSS - 2017,1,41,3,Mixto,1,,-1,Sin Información,0.213,4.545,0.426,9.112,0.099,0.069,,2.821,1.611,1.611,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:41"
782,ROSS - 2017,1,42,3,Mixto,1,,-1,Sin Información,0.216,4.761,0.432,9.544,0.099,0.07,,2.92,1.631,1.631,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:07:49"
783,ROSS - 2017,1,43,3,Mixto,1,,-1,Sin Información,0.219,4.981,0.438,9.982,0.098,0.07,,3.018,1.65,1.65,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:10:04"
784,ROSS - 2017,1,44,3,Mixto,1,,-1,Sin Información,0.222,5.203,0.444,10.426,0.097,0.071,,3.115,1.67,1.67,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:08:45"
785,ROSS - 2017,1,45,3,Mixto,1,,-1,Sin Información,0.225,5.428,0.45,10.876,0.096,0.071,,3.211,1.69,1.69,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:07:55"
786,ROSS - 2017,1,46,3,Mixto,1,,-1,Sin Información,0.227,5.655,0.454,11.33,0.095,0.072,,3.307,1.71,1.71,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:10:15"
787,ROSS - 2017,1,47,3,Mixto,1,,-1,Sin Información,0.23,5.885,0.46,11.79,0.094,0.072,,3.401,1.731,1.731,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:07:46"
788,ROSS - 2017,1,48,3,Mixto,1,,-1,Sin Información,0.232,6.116,0.464,12.254,0.093,0.073,,3.493,1.751,1.751,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:08:44"
789,ROSS - 2017,1,49,3,Mixto,1,,-1,Sin Información,0.233,6.35,0.466,12.72,0.091,0.073,,3.584,1.771,1.771,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:08:25"
790,ROSS - 2017,1,50,3,Mixto,1,,-1,Sin Información,0.235,6.585,0.47,13.19,0.09,0.073,,3.674,1.792,1.792,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:21"
791,ROSS - 2017,1,51,3,Mixto,1,,-1,Sin Información,0.236,6.821,0.472,13.662,0.088,0.074,,3.763,1.813,1.813,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:08:13"
792,ROSS - 2017,1,52,3,Mixto,1,,-1,Sin Información,0.238,7.059,0.476,14.138,0.087,0.074,,3.849,1.834,1.834,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:08:12"
793,ROSS - 2017,1,53,3,Mixto,1,,-1,Sin Información,0.239,7.297,0.478,14.616,0.085,0.074,,3.934,1.855,1.855,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:55"
794,ROSS - 2017,1,54,3,Mixto,1,,-1,Sin Información,0.24,7.537,0.48,15.096,0.083,0.074,,4.017,1.876,1.876,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:53"
795,ROSS - 2017,1,55,3,Mixto,1,,-1,Sin Información,0.24,7.777,0.48,15.576,0.081,0.074,,4.097,1.898,1.898,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:10:17"
796,ROSS - 2017,1,56,3,Mixto,1,,-1,Sin Información,0.241,8.018,0.482,16.058,0.079,0.075,,4.176,1.92,1.92,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:04"
797,ROSS - 2017,1,57,3,Mixto,1,,-1,Sin Información,0.241,8.259,0.482,16.54,0.076,0.075,,4.252,1.942,1.942,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:08:14"
798,ROSS - 2017,1,58,3,Mixto,1,,-1,Sin Información,0.242,8.501,0.484,17.024,0.074,0.075,,4.326,1.965,1.965,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:07:55"
799,ROSS - 2017,1,59,3,Mixto,1,,-1,Sin Información,0.242,8.743,0.484,17.508,0.071,0.075,,4.397,1.988,1.988,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:15"
800,ROSS - 2017,1,60,3,Mixto,1,,-1,Sin Información,0.242,8.985,0.484,17.992,0.068,0.074,,4.465,2.012,2.012,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:08:04"
801,ROSS - 2017,1,61,3,Mixto,1,,-1,Sin Información,0.242,9.227,0.484,18.476,0.066,0.074,,4.531,2.036,2.036,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:07:58"
802,ROSS - 2017,1,62,3,Mixto,1,,-1,Sin Información,0.242,9.468,0.484,18.96,0.063,0.074,,4.594,2.061,2.061,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:05"
803,ROSS - 2017,1,63,3,Mixto,1,,-1,Sin Información,0.242,9.71,0.484,19.444,0.061,0.074,,4.655,2.086,2.086,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:12"
804,ROSS - 2017,1,64,3,Mixto,1,,-1,Sin Información,0.241,9.951,0.482,19.926,0.057,0.074,,4.712,2.112,2.112,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:07"
805,ROSS - 2017,1,65,3,Mixto,1,,-1,Sin Información,0.241,10.193,0.482,20.408,0.054,0.073,,4.766,2.139,2.139,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:08:21"
806,ROSS - 2017,1,66,3,Mixto,1,,-1,Sin Información,0.241,10.433,0.482,20.89,0.051,0.073,,4.817,2.166,2.166,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:08:24"
807,ROSS - 2017,1,67,3,Mixto,1,,-1,Sin Información,0.241,10.674,0.482,21.372,0.048,0.073,,4.865,2.194,2.194,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:07:49"
808,ROSS - 2017,1,68,3,Mixto,1,,-1,Sin Información,0.24,10.914,0.48,21.852,0.045,0.072,,4.909,2.223,2.223,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:19"
809,ROSS - 2017,1,69,3,Mixto,1,,-1,Sin Información,0.24,11.154,0.48,22.332,0.042,0.072,,4.951,2.253,2.253,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:08:00"
810,ROSS - 2017,1,70,3,Mixto,1,,-1,Sin Información,0.24,11.394,0.48,22.812,0.039,0.071,,4.99,2.284,2.284,Ross,2017,,,,,,,,,,,0,"2020-09-01 15:16:28","2023-05-29 17:09:00"
811,COBB500 - 2018,1,0,3,Mixto,1,,-1,Sin Información,0.01,0.0,0.02,0.02,0.0,0.0,,0.042,-1.0,-1.0,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2021-11-23 20:57:28"
812,COBB500 - 2018,1,1,3,Mixto,1,,-1,Sin Información,0.013,0.013,0.026,0.046,-1.0,0.063,,0.063,-1.0,-1.0,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2021-11-23 20:57:28"
813,COBB500 - 2018,1,2,3,Mixto,1,,-1,Sin Información,0.014,0.027,0.028,0.074,-1.0,0.037,,0.074,-1.0,-1.0,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2021-11-23 20:57:28"
814,COBB500 - 2018,1,3,3,Mixto,1,,-1,Sin Información,0.016,0.043,0.032,0.106,-1.0,0.03,,0.09,-1.0,-1.0,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2021-11-23 20:57:28"
815,COBB500 - 2018,1,4,3,Mixto,1,,-1,Sin Información,0.017,0.06,0.034,0.14,-1.0,0.027,,0.109,-1.0,-1.0,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2021-11-23 20:57:28"
816,COBB500 - 2018,1,5,3,Mixto,1,,-1,Sin Información,0.023,0.083,0.046,0.186,-1.0,0.027,,0.134,-1.0,-1.0,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2021-11-23 20:57:28"
817,COBB500 - 2018,1,6,3,Mixto,1,,-1,Sin Información,0.029,0.112,0.058,0.244,-1.0,0.027,,0.163,-1.0,-1.0,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2021-11-23 20:57:28"
818,COBB500 - 2018,1,7,3,Mixto,1,,-1,Sin Información,0.033,0.145,0.066,0.31,0.03,0.028,,0.193,0.75,0.75,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:16"
819,COBB500 - 2018,1,8,3,Mixto,1,,-1,Sin Información,0.037,0.182,0.074,0.384,0.035,0.028,,0.228,0.8,0.8,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:10"
820,COBB500 - 2018,1,9,3,Mixto,1,,-1,Sin Información,0.043,0.225,0.086,0.47,0.041,0.03,,0.269,0.84,0.84,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:07:56"
821,COBB500 - 2018,1,10,3,Mixto,1,,-1,Sin Información,0.05,0.275,0.1,0.57,0.045,0.031,,0.314,0.88,0.88,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:49"
822,COBB500 - 2018,1,11,3,Mixto,1,,-1,Sin Información,0.057,0.332,0.114,0.684,0.048,0.033,,0.362,0.92,0.92,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:04"
823,COBB500 - 2018,1,12,3,Mixto,1,,-1,Sin Información,0.064,0.396,0.128,0.812,0.052,0.034,,0.414,0.96,0.96,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:10:21"
824,COBB500 - 2018,1,13,3,Mixto,1,,-1,Sin Información,0.072,0.468,0.144,0.956,0.055,0.036,,0.469,1.0,1.0,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:10:37"
825,COBB500 - 2018,1,14,3,Mixto,1,,-1,Sin Información,0.074,0.542,0.148,1.104,0.059,0.038,,0.528,1.03,1.03,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:20"
826,COBB500 - 2018,1,15,3,Mixto,1,,-1,Sin Información,0.079,0.621,0.158,1.262,0.061,0.039,,0.589,1.05,1.05,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:59"
827,COBB500 - 2018,1,16,3,Mixto,1,,-1,Sin Información,0.086,0.707,0.172,1.434,0.065,0.041,,0.654,1.08,1.08,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:50"
828,COBB500 - 2018,1,17,3,Mixto,1,,-1,Sin Información,0.093,0.8,0.186,1.62,0.068,0.042,,0.722,1.11,1.11,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:57"
829,COBB500 - 2018,1,18,3,Mixto,1,,-1,Sin Información,0.101,0.901,0.202,1.822,0.07,0.044,,0.792,1.14,1.14,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:10:37"
830,COBB500 - 2018,1,19,3,Mixto,1,,-1,Sin Información,0.109,1.01,0.218,2.04,0.073,0.046,,0.865,1.17,1.17,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:15"
831,COBB500 - 2018,1,20,3,Mixto,1,,-1,Sin Información,0.113,1.123,0.226,2.266,0.076,0.047,,0.941,1.19,1.19,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:44"
832,COBB500 - 2018,1,21,3,Mixto,1,,-1,Sin Información,0.118,1.241,0.236,2.502,0.077,0.048,,1.018,1.22,1.22,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:10:26"
833,COBB500 - 2018,1,22,3,Mixto,1,,-1,Sin Información,0.123,1.364,0.246,2.748,0.08,0.05,,1.098,1.24,1.24,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:02"
834,COBB500 - 2018,1,23,3,Mixto,1,,-1,Sin Información,0.128,1.492,0.256,3.004,0.082,0.051,,1.18,1.26,1.26,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:03"
835,COBB500 - 2018,1,24,3,Mixto,1,,-1,Sin Información,0.133,1.625,0.266,3.27,0.084,0.053,,1.264,1.29,1.29,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:10:04"
836,COBB500 - 2018,1,25,3,Mixto,1,,-1,Sin Información,0.137,1.762,0.274,3.544,0.085,0.054,,1.349,1.31,1.31,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:36"
837,COBB500 - 2018,1,26,3,Mixto,1,,-1,Sin Información,0.144,1.906,0.288,3.832,0.087,0.055,,1.436,1.33,1.33,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:05"
838,COBB500 - 2018,1,27,3,Mixto,1,,-1,Sin Información,0.15,2.056,0.3,4.132,0.089,0.056,,1.525,1.35,1.35,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:19"
839,COBB500 - 2018,1,28,3,Mixto,1,,-1,Sin Información,0.156,2.212,0.312,4.444,0.09,0.058,,1.615,1.37,1.37,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:56"
840,COBB500 - 2018,1,29,3,Mixto,1,,-1,Sin Información,0.16,2.372,0.32,4.764,0.091,0.059,,1.706,1.39,1.39,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:07:38"
841,COBB500 - 2018,1,30,3,Mixto,1,,-1,Sin Información,0.164,2.536,0.328,5.092,0.092,0.06,,1.798,1.41,1.41,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:10:29"
842,COBB500 - 2018,1,31,3,Mixto,1,,-1,Sin Información,0.167,2.703,0.334,5.426,0.094,0.061,,1.892,1.43,1.43,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:09:43"
843,COBB500 - 2018,1,32,3,Mixto,1,,-1,Sin Información,0.17,2.873,0.34,5.766,0.094,0.062,,1.986,1.45,1.45,Cobb,2018,,,,,,,,,,,1,"2020-09-01 15:16:28","2023-05-29 17:08:22"
